"Total","Total Bought","Total shares","Current Price","Current Value","Capital Gains","Dividends","Total Gain inc Currency","Avg Years","Total Return"
"ExchangeID:TICKER",1342.8,0,47.88,0,104.7,116.58,221.28,2.58,"16.48%"
